QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score
"Who in the world am I? Ah, that's the great puzzle.",3229,Lewis Carroll,Alice in Wonderland,"['introspection', 'self-discovery']",world ah that's great puzzle,"Who in the world am I? Ah, that's the great puzzle.",0,0.8889700908049277,POSITIVE,0.973202645778656,0.973202645778656,curiosity,0.2491379678249359
"When it came time for me to give my talk on the subject, I started off by drawing an outline of the cat and began to name the various muscles.
The other students in the class interrupt me: ""We *know* all that!""
""Oh,"" I say, ""you *do*? Then no *wonder* I can catch up with you so fast after you've had four years of biology."" They had wasted all their time memorizing stuff like that, when it could be looked up in fifteen minutes.",131,Richard P. Feynman,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character","['learning', 'physics', 'science']",came time give talk subject started drawing outline cat began name various muscles students class interrupt know oh wonder catch fast four years biology wasted time memorizing stuff looked fifteen minutes,"When it came time for me to give my talk on the subject, I started off by drawing an outline of the cat and began to name the various muscles.
The other students in the class interrupt me: ""We *know* all that!""
""Oh,"" I say, ""you *do*? Then no *wonder* I can catch up with you so fast after you've had four years of biology."" They had wasted all their time memorizing stuff like that, when it could be looked up in fifteen minutes.",-1,0.0,NEGATIVE,0.9984287619590759,-0.9984287619590759,annoyance,0.10990080237388611
Maybe I want a black eye. Did you think of that?,67,Cassandra Clare,Clockwork Angel,,maybe want black eye think,Maybe I want a black eye. Did you think of that?,-1,0.0,NEGATIVE,0.9899616241455078,-0.9899616241455078,desire,0.22305072844028473
"Knowing too much about other people puts you in their power, they have a claim on you, you are forced to understand their reasons for doing things and then you are weakened.",527,Margaret Atwood,Cat's Eye,,knowing much people puts power claim forced understand reasons things weakened,"Knowing too much about other people puts you in their power, they have a claim on you, you are forced to understand their reasons for doing things and then you are weakened.",-1,0.0,NEGATIVE,0.9987536668777466,-0.9987536668777466,realization,0.16533398628234863
"Time travels at different speeds for different people. I can tell you who time strolls for, who it trots for, who it gallops for, and who it stops cold for.",86,William Shakespeare,As You Like It,,time travels different speeds different people tell time strolls trots gallops stops cold,"Time travels at different speeds for different people. I can tell you who time strolls for, who it trots for, who it gallops for, and who it stops cold for.",0,1.0,POSITIVE,0.9469696879386902,0.9469696879386902,realization,0.11218132078647614
You ought to stop listening to stereotypes and start forming your own opinions.,50,Stephanie Perkins,Anna and the French Kiss,[],ought stop listening stereotypes start forming opinions,You ought to stop listening to stereotypes and start forming your own opinions.,-1,0.0,NEGATIVE,0.9994795918464661,-0.9994795918464661,annoyance,0.12211005389690399
"She tried to remind herself that beauty was only skin deep, but that didn't offer any helpful excuses when she was berating herself for never knowing what to say to people. There was nothing more depressing than an ugly girl with no personality.",59,Julia Quinn,Romancing Mister Bridgerton,"['julia', 'penelope', 'quinn']",tried remind beauty skin deep offer helpful excuses berating never knowing people nothing depressing ugly girl personality,"She tried to remind herself that beauty was only skin deep, but that didn't offer any helpful excuses when she was berating herself for never knowing what to say to people. There was nothing more depressing than an ugly girl with no personality.",0,0.9948571663738854,NEGATIVE,0.9991610050201416,-0.9991610050201416,disappointment,0.2633560597896576
"It is your responsibility to find fault with me, it is mine to hear you out. But don't expect me to change.",126,John Irving,A Prayer for Owen Meany,[],responsibility find fault mine hear expect change,"It is your responsibility to find fault with me, it is mine to hear you out. But don't expect me to change.",-1,0.0,POSITIVE,0.9959860444068909,0.9959860444068909,remorse,0.17965713143348694
"I'm skipping, but Cam doesn't have a class until this afternoon, so he's a good boy.""
""And your a bad boy?""
""Oh, I'm a bad, bad boy.""
""Yeah, as in bad at spelling, math, english, cleaning up after yourself, talking to people, and I could go on.",125,Jennifer L. Armentrout,Wait for You,,skipping cam class afternoon good boy bad boy oh bad bad boy yeah bad spelling math english cleaning talking people go,"I'm skipping, but Cam doesn't have a class until this afternoon, so he's a good boy.""
""And your a bad boy?""
""Oh, I'm a bad, bad boy.""
""Yeah, as in bad at spelling, math, english, cleaning up after yourself, talking to people, and I could go on.",-1,0.0,NEGATIVE,0.9478764533996582,-0.9478764533996582,confusion,0.16404153406620026
"Pitiful is the person who is afraid of taking risks. Perhaps this person will never be disappointed or disillusioned; perhaps she won’t suffer the way people do when they have a dream to follow. But when that person looks back – and at some point everyone looks back – she will hear her heart saying, “What have you done with the miracles that God planted in your days? What have you done with the talents God bestowed on you? You buried yourself in a cave because you were fearful of losing those talents. So this is your heritage; the certainty that you wasted your life.",206,Paulo Coelho,By the River Piedra I Sat Down and Wept,"['risks', 'suffering', 'wasted']",pitiful person afraid taking risks perhaps person never disappointed disillusioned perhaps suffer way people dream follow person looks back point everyone looks back hear heart saying done miracles god planted days done talents god bestowed buried cave fearful losing talents heritage certainty wasted life,"Pitiful is the person who is afraid of taking risks. Perhaps this person will never be disappointed or disillusioned; perhaps she won’t suffer the way people do when they have a dream to follow. But when that person looks back – and at some point everyone looks back – she will hear her heart saying, “What have you done with the miracles that God planted in your days? What have you done with the talents God bestowed on you? You buried yourself in a cave because you were fearful of losing those talents. So this is your heritage; the certainty that you wasted your life.",-1,0.0,POSITIVE,0.9419417977333069,0.9419417977333069,fear,0.1623808741569519
I'll make him an offer he can't refuse.,1594,Mario Puzo,The Godfather,,make offer can't refuse,I'll make him an offer he can't refuse.,-1,0.0,POSITIVE,0.9973251819610596,0.9973251819610596,approval,0.12086600065231323
"People come, people go – they’ll drift in and out of your life, almost like characters in a favorite book. When you finally close the cover, the characters have told their story and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones, not the ones from the past.",2984,Nicholas Sparks,The Rescue,['life'],people come people go drift life almost characters favorite book finally close cover characters told story start another book complete new characters adventures find focusing new ones ones past,"People come, people go – they’ll drift in and out of your life, almost like characters in a favorite book. When you finally close the cover, the characters have told their story and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones, not the ones from the past.",0,0.7912855285605062,POSITIVE,0.9916098713874817,0.9916098713874817,confusion,0.13965459167957306
"Papa sat with me tonight. He brought the accordion down and sat close to where Max used to sit. I often look at his fingers and face when he plays. the accordion breathes. There are lines on his cheeks. They look drawn on, and for some reason, when I see them, I want to cry. It is not for any sadness or pride. I just like the way they move and change. Sometimes I think my papa is an accordion. When he looks at me and smiles and breathes, I hear the notes.",64,Markus Zusak,The Book Thief,"['papa', 'the-book-thief']",papa sat tonight brought accordion sat close max used sit often look fingers face plays accordion breathes lines cheeks look drawn reason see want cry sadness pride way move change sometimes think papa accordion looks smiles breathes hear notes,"Papa sat with me tonight. He brought the accordion down and sat close to where Max used to sit. I often look at his fingers and face when he plays. the accordion breathes. There are lines on his cheeks. They look drawn on, and for some reason, when I see them, I want to cry. It is not for any sadness or pride. I just like the way they move and change. Sometimes I think my papa is an accordion. When he looks at me and smiles and breathes, I hear the notes.",-1,0.0,POSITIVE,0.9987313151359558,0.9987313151359558,caring,0.1952933669090271
"It's always possible to wake someone from sleep, but no amount of noise will wake someone who is pretending to be asleep.",70,Jonathan Safran Foer,Eating Animals,,always possible wake someone sleep amount noise wake someone pretending asleep,"It's always possible to wake someone from sleep, but no amount of noise will wake someone who is pretending to be asleep.",0,0.7805504356814805,NEGATIVE,0.9988934397697449,-0.9988934397697449,realization,0.12918975949287415
I’m like that. Either I forget right away or I never forget.,58,Samuel Beckett,Waiting for Godot,[],either forget right away never forget,I’m like that. Either I forget right away or I never forget.,0,0.810094294817636,POSITIVE,0.9996907711029053,0.9996907711029053,confusion,0.08292733132839203
"So,"" I said. ""Seems you're going to be stuck with me for a while.""
He smiled. A real smile that lit up his whole face.
""Good,",408,Kelley Armstrong,The Reckoning,,seems going stuck smiled real smile lit whole face good,"So,"" I said. ""Seems you're going to be stuck with me for a while.""
He smiled. A real smile that lit up his whole face.
""Good,",0,1.0,POSITIVE,0.9998301267623901,0.9998301267623901,optimism,0.12912262976169586
People don't need love. What they need is success in one form or another. It can be love but it needn't be.,163,Charles Bukowski,Factotum,['success'],people love success one form another love,People don't need love. What they need is success in one form or another. It can be love but it needn't be.,-1,0.0,POSITIVE,0.9951664209365845,0.9951664209365845,neutral,0.14696051180362701
"If God existed (a question concerning which Jubal maintained a meticulous intellectual neutrality) and if He desired to be worshiped (a proposition which Jubal found inherently improbable but conceivably possible in the dim light of his own ignorance), then (stipulating affirmatively both the above) it nevertheless seemed wildly unlikely to Jubal to the point of reductio ad absurdum that a God potent to shape galaxies would be titillated and swayed by the whoop-te-do nonsense the Fosterites offered Him as ""worship.",94,Robert A. Heinlein,Stranger in a Strange Land,"['god', 'religion', 'worship']",god existed question concerning jubal maintained meticulous intellectual neutrality desired worshiped proposition jubal found inherently improbable conceivably possible dim light ignorance stipulating affirmatively nevertheless seemed wildly unlikely jubal point reductio ad absurdum god potent shape galaxies titillated swayed whoop te nonsense fosterites offered worship,"If God existed (a question concerning which Jubal maintained a meticulous intellectual neutrality) and if He desired to be worshiped (a proposition which Jubal found inherently improbable but conceivably possible in the dim light of his own ignorance), then (stipulating affirmatively both the above) it nevertheless seemed wildly unlikely to Jubal to the point of reductio ad absurdum that a God potent to shape galaxies would be titillated and swayed by the whoop-te-do nonsense the Fosterites offered Him as ""worship.",0,0.8944834050358008,NEGATIVE,0.9976168870925903,-0.9976168870925903,confusion,0.2133064717054367
When you are crazy you learn to keep quiet.,440,Philip K. Dick,VALIS,['quiet'],crazy learn keep quiet,When you are crazy you learn to keep quiet.,0,0.2573721177490538,NEGATIVE,0.7787323594093323,-0.7787323594093323,nervousness,0.20142222940921783
"That is happiness; to be dissolved into something complete and great. When it comes to one, it comes as naturally as sleep.",146,Willa Cather,My Ántonia,[],happiness dissolved something complete great comes one comes naturally sleep,"That is happiness; to be dissolved into something complete and great. When it comes to one, it comes as naturally as sleep.",-1,0.0,POSITIVE,0.9988215565681458,0.9988215565681458,joy,0.32302284240722656
"You don’t annoy me.” Carefully he rebuttoned the placket of her shirt. “I thought you did, at first. But now I realize it was more like the feeling you get when your foot’s been asleep. And when you start moving, the blood coming back into it is uncomfortable . . . but also good. Do you understand what I mean?”
“Yes. I make your feet tingle.”
A smile came to his lips. “Among other things.",77,Lisa Kleypas,Love in the Afternoon,"['romance', 'tingling']",annoy carefully rebuttoned placket shirt thought first realize feeling get foot asleep start moving blood coming back uncomfortable also good understand mean yes make feet tingle smile came lips among things,"You don’t annoy me.” Carefully he rebuttoned the placket of her shirt. “I thought you did, at first. But now I realize it was more like the feeling you get when your foot’s been asleep. And when you start moving, the blood coming back into it is uncomfortable . . . but also good. Do you understand what I mean?”
“Yes. I make your feet tingle.”
A smile came to his lips. “Among other things.",0,0.9929293075345392,POSITIVE,0.9988818764686584,0.9988818764686584,realization,0.273875892162323
"I asked her if I was black or white. She replied ""You are a human being. Educate yourself or you'll be a nobody!",65,James McBride,The Color of Water: A Black Man's Tribute to His White Mother,[],asked black white replied human educate nobody,"I asked her if I was black or white. She replied ""You are a human being. Educate yourself or you'll be a nobody!",0,0.8512709132366452,NEGATIVE,0.9486016035079956,-0.9486016035079956,caring,0.08182116597890854
"Amazing. You were so attached to it, and it still disappeared for you.""
“Attached! I was whocking that cloud with everything I had! Fireballs, laser beams, vacuum cleaner a block high...”
“Negative attachments, Richard. If you really want to remove a cloud from your life, you do not make a big production out of it, you just relax and remove it from your thinking. That’s all there is to it.",54,Richard Bach,Illusions: The Adventures of a Reluctant Messiah,,amazing attached still disappeared attached whocking cloud everything fireballs laser beams vacuum cleaner block high negative attachments richard really want remove cloud life make big production relax remove thinking,"Amazing. You were so attached to it, and it still disappeared for you.""
“Attached! I was whocking that cloud with everything I had! Fireballs, laser beams, vacuum cleaner a block high...”
“Negative attachments, Richard. If you really want to remove a cloud from your life, you do not make a big production out of it, you just relax and remove it from your thinking. That’s all there is to it.",-1,0.0,NEGATIVE,0.8977097868919373,-0.8977097868919373,surprise,0.11929550766944885
Do you know what it means to be loved by Death?... Do you know what it means to have Death know your name?,127,Anne Rice,Interview with the Vampire,,know means loved death know means death know name,Do you know what it means to be loved by Death?... Do you know what it means to have Death know your name?,-1,0.0,NEGATIVE,0.9941615462303162,-0.9941615462303162,love,0.1305115818977356
You never know what is enough unless you know what is more than enough.,359,William Blake,The Marriage of Heaven and Hell,[],never know enough unless know enough,You never know what is enough unless you know what is more than enough.,0,1.0,NEGATIVE,0.9674389362335205,-0.9674389362335205,realization,0.20651473104953766
"White pill, blue pill, yellow pill, purple pill; its like swallowing a rainbow every bedtime.",59,Amelia Atwater-Rhodes,Persistence of Memory,,white pill blue pill yellow pill purple pill swallowing rainbow every bedtime,"White pill, blue pill, yellow pill, purple pill; its like swallowing a rainbow every bedtime.",-1,0.0,NEGATIVE,0.9020233750343323,-0.9020233750343323,caring,0.09244859963655472
"In the end, you have to choose whether or not to trust someone.",823,Sophie Kinsella,Shopaholic & Baby,"['inspirational', 'literature', 'motivational', 'trust']",end choose whether trust someone,"In the end, you have to choose whether or not to trust someone.",0,1.0,NEGATIVE,0.9985027313232422,-0.9985027313232422,realization,0.18662749230861664
"My parents are muggles, mate. They don't know nothing about no deaths at Hogwarts, because I'm not stupid enough to tell them.",56,J.K. Rowling,Harry Potter and the Order of the Phoenix,['muggles'],parents muggles mate know nothing deaths hogwarts stupid enough tell,"My parents are muggles, mate. They don't know nothing about no deaths at Hogwarts, because I'm not stupid enough to tell them.",0,0.9498889226126728,POSITIVE,0.8054560422897339,0.8054560422897339,confusion,0.07271673530340195
"She was in a terrible marriage and she couldn't talk to anyone. He used to hit her, and in the beginning she told him that if it ever happened again, she would leave him. He swore that it wouldn't and she believed him. But it only got worse after that, like when his dinner was cold, or when she mentioned that she'd visited with one of the neighbors who was walking by with his dog. She just chatted with him, but that night, her husband threw her into a mirror.",50,Nicholas Sparks,Safe Haven,"['love', 'marriage']",terrible marriage talk anyone used hit beginning told ever happened leave swore believed got worse dinner cold mentioned visited one neighbors walking dog chatted night husband threw mirror,"She was in a terrible marriage and she couldn't talk to anyone. He used to hit her, and in the beginning she told him that if it ever happened again, she would leave him. He swore that it wouldn't and she believed him. But it only got worse after that, like when his dinner was cold, or when she mentioned that she'd visited with one of the neighbors who was walking by with his dog. She just chatted with him, but that night, her husband threw her into a mirror.",-1,0.0,NEGATIVE,0.998293936252594,-0.998293936252594,disappointment,0.12416308373212814
A woman's guess is much more accurate than a man's certainty.,413,Rudyard Kipling,Plain Tales from the Hills,"['certainty', 'gender', 'guesses', 'men', 'women']",woman's guess much accurate man's certainty,A woman's guess is much more accurate than a man's certainty.,0,0.7126774550372336,POSITIVE,0.9922704696655273,0.9922704696655273,realization,0.20401661098003387
"He lingered at the door, and said, 'The Lion wants courage, the Tin Man a heart, and the Scarecrow brains. Dorothy wants to go home. What do you want?'...
She couldn't say 
 not to Liir. She started to say 'a soldier,' to make fun of his mooning affections over the guys in uniform. But realizing even as she said it that he would be hurt, she caught herself halfway, and in the end what came out of her mouth surprised them both.
She said, 'A soul-'
He blinked at her.",166,Gregory Maguire,Wicked: The Life and Times of the Wicked Witch of the West,[],lingered door 'the lion wants courage tin man heart scarecrow brains dorothy wants go home want ' liir started 'a soldier ' make fun mooning affections guys uniform realizing even hurt caught halfway end came mouth surprised 'a soul ' blinked,"He lingered at the door, and said, 'The Lion wants courage, the Tin Man a heart, and the Scarecrow brains. Dorothy wants to go home. What do you want?'...
She couldn't say 
 not to Liir. She started to say 'a soldier,' to make fun of his mooning affections over the guys in uniform. But realizing even as she said it that he would be hurt, she caught herself halfway, and in the end what came out of her mouth surprised them both.
She said, 'A soul-'
He blinked at her.",-1,0.0,POSITIVE,0.9961214661598206,0.9961214661598206,surprise,0.15129919350147247
"I think maybe part of what got him into trouble was that he did too much thinking. Sometimes he tried too hard to make sense of the world, to figure out why people were bad to each other so often.",52,Jon Krakauer,Into the Wild,,think maybe part got trouble much thinking sometimes tried hard make sense world figure people bad often,"I think maybe part of what got him into trouble was that he did too much thinking. Sometimes he tried too hard to make sense of the world, to figure out why people were bad to each other so often.",0,1.0,NEGATIVE,0.9994354844093323,-0.9994354844093323,confusion,0.1796330362558365
"There was something peculiarly gratifying about shouting in a blind rage until your words ran out. Of course, the aftermath was less pleasant. Once you'd told everyone you hated them and not to come after you, where exactly did you go?",94,Cassandra Clare,Clockwork Angel,"['rage', 'venting']",something peculiarly gratifying shouting blind rage words ran course aftermath less pleasant told everyone hated come exactly go,"There was something peculiarly gratifying about shouting in a blind rage until your words ran out. Of course, the aftermath was less pleasant. Once you'd told everyone you hated them and not to come after you, where exactly did you go?",-1,0.0,NEGATIVE,0.9994850158691406,-0.9994850158691406,anger,0.2626597583293915
"Arriving at each new city, the traveler finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places.",448,Italo Calvino,Invisible Cities,,arriving new city traveler finds past know foreignness longer longer possess lies wait foreign unpossessed places,"Arriving at each new city, the traveler finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places.",0,0.5178959930739393,POSITIVE,0.7693055868148804,0.7693055868148804,confusion,0.1049337312579155
Let's be friends based on mutual hate.,59,Bryan Lee O'Malley,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",[],let's friends based mutual hate,Let's be friends based on mutual hate.,0,0.3300239140392476,NEGATIVE,0.9754382371902466,-0.9754382371902466,anger,0.24708986282348633
"Earrings are like orgasms. You can never have too many."" 
 "" I never thought about it quite that way."" 
 Well, you're a man. "" She gave his knee a friendly pat.",120,Nora Roberts,Daring to Dream,[],earrings orgasms never many never thought quite way well man gave knee friendly pat,"Earrings are like orgasms. You can never have too many."" 
 "" I never thought about it quite that way."" 
 Well, you're a man. "" She gave his knee a friendly pat.",-1,0.0,POSITIVE,0.9973964691162109,0.9973964691162109,excitement,0.15571747720241547
Life has been some combination of fairy-tale coincidence and joie de vivre and shocks of beauty together with some hurtful self-questioning.,1168,Sylvia Plath,The Unabridged Journals of Sylvia Plath,,life combination fairy tale coincidence joie de vivre shocks beauty together hurtful self questioning,Life has been some combination of fairy-tale coincidence and joie de vivre and shocks of beauty together with some hurtful self-questioning.,0,0.4562448820086074,POSITIVE,0.9840903878211975,0.9840903878211975,surprise,0.13970836997032166
"‎"" when men and women are able to respect and accept their differences then love has a chance to blossom",220,John Gray,"Men Are from Mars, Women Are from Venus",,men women able respect accept differences love chance blossom,"‎"" when men and women are able to respect and accept their differences then love has a chance to blossom",0,0.5594750976015762,POSITIVE,0.9995307922363281,0.9995307922363281,love,0.23270821571350098
"You can kill a man with those words.
No gun. 
No bullets. 
Just words and a girl.",533,Markus Zusak,I Am the Messenger,,kill man words gun bullets words girl,"You can kill a man with those words.
No gun. 
No bullets. 
Just words and a girl.",-1,0.0,NEGATIVE,0.9932789206504822,-0.9932789206504822,realization,0.11472052335739136
"Was not writing poetry a secret transaction, a voice answering a voice?",202,Virginia Woolf,Orlando,"['poetry', 'writing']",writing poetry secret transaction voice answering voice,"Was not writing poetry a secret transaction, a voice answering a voice?",0,1.0,NEGATIVE,0.9986061453819275,-0.9986061453819275,curiosity,0.3128179609775543
"Bedding her could be anything from tenderness to riot, but to take her when she was a bit the worse for drink was always a particular delight.
Intoxicated, she took less care for him than usual; abandoned and oblivious to all but her own pleasure, she would rake him, bite him - and beg him to serve her so, as well. 
He loved the feeling of power in it, the tantalizing choice between joining her at once in animal lust, or of holding himself-for a time- in check, so as to drive her at his whim.",57,Diana Gabaldon,The Fiery Cross,,bedding anything tenderness riot take bit worse drink always particular delight intoxicated took less care usual abandoned oblivious pleasure rake bite beg serve well loved feeling power tantalizing choice joining animal lust holding time check drive whim,"Bedding her could be anything from tenderness to riot, but to take her when she was a bit the worse for drink was always a particular delight.
Intoxicated, she took less care for him than usual; abandoned and oblivious to all but her own pleasure, she would rake him, bite him - and beg him to serve her so, as well. 
He loved the feeling of power in it, the tantalizing choice between joining her at once in animal lust, or of holding himself-for a time- in check, so as to drive her at his whim.",-1,0.0,POSITIVE,0.9985432624816895,0.9985432624816895,desire,0.1825248897075653
"Life is funny isn’t it? Just when you think you’ve got it all figured out, just when you finally begin to plan something, get excited about something, and feel like you know what direction you’re heading in, the paths change, the signs change, the wind blows the other way, north is suddenly south, and east is west, and you’re lost. It is so easy to lose your way, to lose direction. And that’s with following all the signposts",724,Cecelia Ahern,"Love, Rosie",,life funny think got figured finally begin plan something get excited something feel know direction heading paths change signs change wind blows way north suddenly south east west lost easy lose way lose direction following signposts,"Life is funny isn’t it? Just when you think you’ve got it all figured out, just when you finally begin to plan something, get excited about something, and feel like you know what direction you’re heading in, the paths change, the signs change, the wind blows the other way, north is suddenly south, and east is west, and you’re lost. It is so easy to lose your way, to lose direction. And that’s with following all the signposts",-1,0.0,NEGATIVE,0.9550800919532776,-0.9550800919532776,amusement,0.25574177503585815
The day before me is fraught with God knows what horrors.,142,John Kennedy Toole,A Confederacy of Dunces,[],day fraught god knows horrors,The day before me is fraught with God knows what horrors.,-1,0.0,NEGATIVE,0.9981634020805359,-0.9981634020805359,fear,0.2391689568758011
There are no faster or firmer friendships than those formed between people who love the same books.,4163,Irving Stone,Clarence Darrow for the Defense,['friendship'],faster firmer friendships formed people love books,There are no faster or firmer friendships than those formed between people who love the same books.,0,1.0,NEGATIVE,0.9982606768608093,-0.9982606768608093,love,0.19317328929901123
Some people insist that 'mediocre' is better than 'best.' They delight in clipping wings because they themselves can't fly. They despise brains because they have none.,159,Robert A. Heinlein,Have Space Suit—Will Travel,"['excellence', 'inspirational', 'life', 'philosophy', 'truth', 'wisdom']",people insist 'mediocre' better 'best ' delight clipping wings can't fly despise brains none,Some people insist that 'mediocre' is better than 'best.' They delight in clipping wings because they themselves can't fly. They despise brains because they have none.,-1,0.0,NEGATIVE,0.9428418278694153,-0.9428418278694153,annoyance,0.14272873103618622
"Your value is not determined by your valuables, and God says the most valuable things in life are not things!",111,Rick Warren,The Purpose Driven Life: What on Earth Am I Here for?,,value determined valuables god valuable things life things,"Your value is not determined by your valuables, and God says the most valuable things in life are not things!",-1,0.0,NEGATIVE,0.9986737966537476,-0.9986737966537476,confusion,0.12411279231309891
"True beauty is rare, and seldom recognized by the one who possesses it.",179,Francine Rivers,A Voice in the Wind,,true beauty rare seldom recognized one possesses,"True beauty is rare, and seldom recognized by the one who possesses it.",0,1.0,POSITIVE,0.9817498922348022,0.9817498922348022,admiration,0.11343196779489517
Memories were moving pictures in which meaning was constantly in flux. They were stories people told themselves.,53,Melissa de la Cruz,The Van Alen Legacy,,memories moving pictures meaning constantly flux stories people told,Memories were moving pictures in which meaning was constantly in flux. They were stories people told themselves.,0,0.3216951471400773,POSITIVE,0.9426798224449158,0.9426798224449158,confusion,0.27332863211631775
Life is too short to waste time on books that end badly,129,Jayne Ann Krentz,Running Hot,[],life short waste time books end badly,Life is too short to waste time on books that end badly,0,1.0,NEGATIVE,0.9994543194770813,-0.9994543194770813,disappointment,0.35743024945259094
"remarks somewhere that all great, world-historical facts and personages occur, as it were, twice. He has forgotten to add: the first time as tragedy, the second as farce.",346,Karl Marx,The Eighteenth Brumaire of Louis Bonaparte,"['farce', 'georg-wilhelm-friedrich-hegel', 'hegel', 'history', 'history-repeats-itself']",remarks somewhere great world historical facts personages occur twice forgotten add first time tragedy second farce,"remarks somewhere that all great, world-historical facts and personages occur, as it were, twice. He has forgotten to add: the first time as tragedy, the second as farce.",-1,0.0,NEGATIVE,0.8714374899864197,-0.8714374899864197,sadness,0.10116629302501678
"How different things might be if, rather than saying ""I think I'm in love,"" we were saying ""I've connected with someone in a way that makes me think I'm on the way to knowing love."" Or if instead of saying ""I am in love"" we say ""I am loving"" or ""I will love."" Our patterns around romantic love are unlikely to change if we do not change our language.",59,Bell Hooks,All About Love: New Visions,"['communication', 'connection', 'language', 'love', 'romance']",different things rather saying think love saying connected someone way makes think way knowing love instead saying love loving love patterns around romantic love unlikely change change language,"How different things might be if, rather than saying ""I think I'm in love,"" we were saying ""I've connected with someone in a way that makes me think I'm on the way to knowing love."" Or if instead of saying ""I am in love"" we say ""I am loving"" or ""I will love."" Our patterns around romantic love are unlikely to change if we do not change our language.",0,0.8618132588426096,NEGATIVE,0.8949245810508728,-0.8949245810508728,love,0.13460592925548553
"They seemed to be able to choose. We seemed to be able to choose, then. We were a society dying of too much choice.",50,Margaret Atwood,The Handmaid's Tale,[],seemed able choose seemed able choose society dying much choice,"They seemed to be able to choose. We seemed to be able to choose, then. We were a society dying of too much choice.",0,1.0,NEGATIVE,0.9963441491127014,-0.9963441491127014,disappointment,0.09251832216978073
"I can't count the times that upon telling someone I am vegetarian, he or she responded by pointing out an inconsistency in my lifestyle or trying to find a flaw in an argument I never made. (I have often felt that my vegetarianism matters more to such people than it does to me.)",309,Jonathan Safran Foer,Eating Animals,['vegetarians'],can't count times upon telling someone vegetarian responded pointing inconsistency lifestyle trying find flaw argument never made often felt vegetarianism matters people,"I can't count the times that upon telling someone I am vegetarian, he or she responded by pointing out an inconsistency in my lifestyle or trying to find a flaw in an argument I never made. (I have often felt that my vegetarianism matters more to such people than it does to me.)",0,1.0,NEGATIVE,0.9964287877082825,-0.9964287877082825,realization,0.09773404896259308
A photograph is a moral decision taken in one eighth of a second.,235,Salman Rushdie,The Ground Beneath Her Feet,[],photograph moral decision taken one eighth second,A photograph is a moral decision taken in one eighth of a second.,-1,0.0,NEGATIVE,0.9046012759208679,-0.9046012759208679,realization,0.23452244699001312
Never trust a shiny surface. They hide a multitude of flaws.,254,Melissa de la Cruz,Masquerade,[],never trust shiny surface hide multitude flaws,Never trust a shiny surface. They hide a multitude of flaws.,-1,0.0,NEGATIVE,0.998563826084137,-0.998563826084137,annoyance,0.08478353917598724
"have i gone mad?
im afraid so, but let me tell you something, the best people usualy are.",1829,Lewis Carroll,Alice in Wonderland,[],gone mad afraid let tell something best people usualy,"have i gone mad?
im afraid so, but let me tell you something, the best people usualy are.",0,0.514885514930626,POSITIVE,0.9992780089378357,0.9992780089378357,nervousness,0.2928678095340729
"Good writing is the hardest form of thinking. It involves the agony of turning profoundly difficult thoughts into lucid form, then forcing them into the tight-fitting uniform of language, making them visible and clear. If the writing is good, then the result seems effortless and inevitable. But when you want to say something life-changing or ineffable in a single sentence, you face both the limitations of the sentence itself and the extent of your own talent.",52,Pat Conroy,My Reading Life,[],good writing hardest form thinking involves agony turning profoundly difficult thoughts lucid form forcing tight fitting uniform language making visible clear writing good result seems effortless inevitable want something life changing ineffable single sentence face limitations sentence extent talent,"Good writing is the hardest form of thinking. It involves the agony of turning profoundly difficult thoughts into lucid form, then forcing them into the tight-fitting uniform of language, making them visible and clear. If the writing is good, then the result seems effortless and inevitable. But when you want to say something life-changing or ineffable in a single sentence, you face both the limitations of the sentence itself and the extent of your own talent.",0,0.9114034971349844,POSITIVE,0.9809619784355164,0.9809619784355164,desire,0.12716324627399445
"They're professionals at this in Russia, so no matter how many Jell-O shots or Jager shooters you might have downed at college mixers, no matter how good a drinker you might think you are, don't forget that the Russians - any Russian - can drink you under the table.",134,Anthony Bourdain,A Cook's Tour: Global Adventures in Extreme Cuisines,"['drinking', 'drunk', 'liquor', 'russia', 'russian', 'vodka']",professionals russia matter many jell shots jager shooters downed college mixers matter good drinker think forget russians russian drink table,"They're professionals at this in Russia, so no matter how many Jell-O shots or Jager shooters you might have downed at college mixers, no matter how good a drinker you might think you are, don't forget that the Russians - any Russian - can drink you under the table.",2,0.5754788823741472,NEGATIVE,0.9744536876678467,-0.9744536876678467,caring,0.13746468722820282
